Model Name,Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy,Parameters
ResNet18 (ADC),1,1.8134,32.36%,1.6686,38.35%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),2,1.5098,44.68%,1.6841,39.72%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),3,1.4216,47.63%,1.3706,48.67%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),4,1.2931,52.32%,1.3049,52.22%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),5,1.1947,56.41%,1.1866,57.16%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),6,1.1224,59.00%,1.3345,52.27%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),7,1.0677,60.99%,1.2076,56.20%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),8,1.0180,63.07%,1.1110,60.02%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),9,0.9791,64.27%,1.0592,60.43%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),10,0.9727,64.18%,1.1471,59.68%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),11,0.9403,65.52%,1.0059,62.82%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),12,0.9225,66.01%,0.9861,63.58%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),13,0.9140,65.98%,1.0653,63.44%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),14,0.9083,66.22%,1.0081,62.38%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),15,0.8985,66.50%,1.0211,61.99%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),16,0.8715,67.46%,1.0600,63.28%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),17,0.8533,68.28%,0.9560,66.09%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),18,0.8531,68.27%,0.9446,66.28%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),19,0.8336,68.91%,0.9472,66.02%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),20,0.8215,69.29%,0.9925,64.72%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),21,0.8079,69.73%,0.9385,66.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),22,0.7968,70.33%,0.9746,65.69%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),23,0.7942,70.39%,0.9169,66.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),24,0.7907,70.50%,0.8922,66.70%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),25,0.7740,70.90%,0.8987,66.47%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),26,1.8061,41.40%,2.4076,20.79%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),27,2.1614,23.38%,2.1000,23.54%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),28,2.0702,24.24%,2.0569,24.56%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),29,2.0254,25.19%,2.0263,24.90%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),30,2.0075,25.86%,2.0034,25.33%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),31,1.9965,26.52%,2.0024,26.67%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),32,1.9944,27.02%,2.0225,27.21%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),33,2.0068,27.49%,2.0346,27.80%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),34,2.0204,27.74%,2.0318,28.74%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),35,2.0354,28.06%,2.0665,28.42%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),36,2.0474,28.56%,2.0661,28.73%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),37,2.0650,28.89%,2.0768,28.57%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),38,2.0835,29.04%,2.0956,29.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),39,2.0836,29.35%,2.1007,29.99%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),40,2.1039,29.37%,2.1360,29.31%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),41,2.1109,29.46%,2.1261,29.81%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),42,2.1429,29.43%,2.1925,29.40%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),43,2.1556,29.21%,2.2054,27.48%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),44,2.1754,29.30%,2.1822,29.56%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),45,2.1867,29.48%,2.2013,29.80%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),46,2.1874,29.71%,2.2116,29.59%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),47,2.1928,30.04%,2.2512,30.29%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),48,2.2210,30.12%,2.2099,30.21%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),49,2.2902,30.33%,2.4401,30.24%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),50,2.3558,30.16%,2.3774,30.89%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),51,2.3515,30.37%,2.3896,30.60%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),52,2.3668,30.87%,2.4279,30.41%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),53,2.4853,30.34%,2.5455,30.95%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),54,2.5198,30.56%,2.5264,31.13%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),55,2.5325,31.16%,2.5536,31.97%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),56,2.5523,31.32%,2.5721,31.31%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),57,2.6286,30.64%,2.6258,30.32%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),58,2.6282,30.48%,2.5632,31.43%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),59,2.6481,30.82%,2.5917,31.10%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),60,2.6477,31.22%,2.6753,31.97%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),61,2.7181,31.37%,2.7685,31.67%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),62,2.7503,31.60%,2.7455,31.95%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),63,2.7920,31.80%,2.6949,32.66%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),64,2.8276,32.01%,2.8443,32.54%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),65,3.5122,26.15%,3.9535,23.01%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),66,3.7899,24.23%,3.6689,24.91%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),67,3.6535,25.42%,3.6722,25.74%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),68,3.5720,26.28%,3.5191,26.96%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),69,3.5315,26.75%,3.5477,27.28%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),70,3.4825,26.75%,3.5207,27.73%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),71,3.4737,27.30%,3.4690,28.34%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),72,3.3860,27.41%,3.4687,27.21%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),73,3.3660,27.63%,3.3410,28.48%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),74,3.3752,27.67%,3.4597,28.44%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),75,3.3256,28.04%,3.2863,28.55%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),76,3.3148,28.54%,3.2494,28.77%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),77,3.2818,28.28%,3.2666,28.09%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),78,3.2486,28.62%,3.3107,28.24%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),79,3.2473,28.68%,3.3519,28.35%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),80,3.2332,28.69%,3.2579,28.23%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),81,3.2092,28.50%,3.0417,29.77%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),82,3.2168,28.90%,3.2343,28.33%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),83,3.1997,29.10%,3.1347,30.07%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),84,3.1837,29.30%,3.2740,29.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),85,3.1577,29.39%,3.1471,29.81%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),86,3.1167,29.46%,3.1323,29.14%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),87,3.0950,29.60%,3.1789,29.15%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),88,3.1169,29.67%,3.1390,29.77%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),89,3.1190,29.74%,3.1851,29.89%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),90,3.1199,29.57%,3.1663,30.23%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),91,3.1529,29.70%,3.1361,29.89%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),92,3.1160,30.07%,3.0495,29.95%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),93,3.1111,29.85%,3.1417,29.74%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),94,3.1068,30.09%,3.1622,29.51%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),95,3.0697,29.98%,3.1901,29.15%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),96,3.0510,29.87%,3.0945,29.14%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),97,3.0672,29.51%,3.1482,29.88%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),98,3.0755,29.54%,3.0435,30.17%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),99,3.0478,29.62%,3.0496,29.92%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),100,3.0552,29.84%,3.1426,30.46%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),101,3.0873,29.93%,3.1512,30.04%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),102,3.0798,29.97%,3.2237,30.35%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),103,3.1532,30.51%,3.1836,30.87%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),104,3.2637,30.21%,3.6274,29.82%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),105,3.6160,28.68%,3.6951,29.19%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),106,3.6209,29.00%,3.6396,29.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),107,4.3782,27.16%,4.7078,23.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),108,4.6091,26.84%,4.5128,28.67%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),109,4.4152,27.90%,4.2427,27.48%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),110,4.3346,28.21%,4.3259,28.55%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),111,4.3056,28.54%,4.4520,28.60%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),112,4.1872,28.46%,4.2064,28.04%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),113,4.1505,28.60%,4.2290,28.32%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),114,4.1683,28.86%,4.1018,29.10%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),115,4.1395,28.96%,4.2716,29.09%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),116,4.1171,29.16%,4.1237,28.71%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),117,4.0936,29.22%,4.0880,29.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),118,4.0813,29.47%,4.0718,29.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),119,4.0574,29.54%,4.1177,28.53%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),120,4.0429,29.44%,4.0541,29.33%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),121,4.0145,29.51%,4.0560,29.13%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),122,4.0426,29.54%,3.9309,29.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),123,4.0719,29.73%,4.0477,29.20%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),124,4.0397,30.01%,4.1099,29.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),125,4.0575,29.82%,4.1586,29.85%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),126,4.0542,29.88%,4.2115,30.00%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),127,4.0735,30.00%,3.9896,29.80%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),128,4.0654,30.21%,3.9943,30.33%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),129,4.0366,30.38%,4.0345,29.81%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),130,4.0786,30.24%,4.1547,29.79%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),131,4.0903,30.52%,4.1799,30.66%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),132,4.0823,30.64%,4.1986,30.36%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),133,4.0806,30.51%,4.0295,31.03%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),134,4.0622,30.95%,4.0288,31.07%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),135,4.0500,30.89%,4.0397,30.64%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),136,4.0877,30.63%,4.0556,31.09%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),137,5.0725,26.04%,5.7228,25.19%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),138,5.3547,23.77%,5.3449,24.97%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),139,5.3062,24.51%,5.0338,24.90%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),140,5.0656,25.48%,4.9565,26.53%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),141,4.9854,25.98%,4.8421,26.69%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),142,5.0033,25.93%,4.8175,26.26%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),143,5.2471,25.72%,5.5915,25.39%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),144,7.6376,21.94%,6.4614,22.11%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),145,6.2415,21.82%,6.0210,22.59%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),146,5.6865,22.84%,5.7102,23.03%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),147,5.4665,23.23%,5.1875,23.56%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),148,5.6343,22.02%,6.8850,18.75%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),149,5.7145,21.09%,5.3808,21.50%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),150,5.3740,22.08%,5.3719,20.06%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),151,5.3173,22.38%,5.6885,17.71%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),152,5.1952,22.57%,5.7868,17.99%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),153,5.4107,22.19%,5.5819,21.22%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),154,5.6170,21.99%,5.6882,19.51%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),155,5.7447,21.94%,6.3538,19.78%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),156,6.0694,22.40%,5.9863,21.48%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),157,6.0170,22.56%,5.8300,21.56%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),158,6.6724,21.89%,8.2582,16.24%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),159,7.3049,20.85%,7.3617,20.76%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),160,7.6149,20.11%,7.9687,17.01%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),161,7.5765,20.13%,7.9234,18.46%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),162,7.5208,19.77%,7.0216,19.82%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),163,7.4701,19.72%,7.0928,19.64%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),164,7.6381,19.34%,7.9726,16.33%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),165,7.6154,19.39%,7.6870,19.21%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),166,7.4251,19.72%,7.6865,16.58%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),167,7.3481,19.63%,7.8189,15.10%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),168,7.3198,19.52%,7.3849,17.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),169,7.2139,19.90%,6.8668,18.84%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),170,7.1729,19.97%,6.9186,19.43%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),171,7.2114,20.24%,7.1340,19.45%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),172,7.1885,20.23%,7.9364,16.58%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),173,7.1388,20.55%,6.8996,20.74%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),174,7.0990,20.67%,7.0653,20.42%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),175,7.0693,20.62%,6.9829,20.67%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),176,7.0855,20.97%,6.9501,20.96%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),177,7.0123,21.03%,6.7996,21.60%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),178,7.0420,21.31%,6.8602,22.16%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),179,6.9663,21.41%,6.8745,21.88%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),180,6.9615,21.67%,6.8567,21.93%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),181,6.9683,21.67%,6.7666,22.49%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),182,6.9918,21.91%,7.0327,22.35%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),183,6.9673,21.76%,6.9969,22.39%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),184,6.8918,21.67%,6.6712,22.30%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),185,6.8246,22.08%,6.8169,23.08%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),186,6.8197,21.97%,6.7531,22.24%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),187,6.8679,22.02%,6.8593,22.04%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),188,6.8211,22.02%,6.5290,22.53%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),189,6.9119,22.10%,6.7555,22.14%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),190,6.8467,21.99%,6.8236,22.95%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),191,6.8245,22.09%,6.7823,22.76%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),192,6.7853,22.14%,6.8559,22.39%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),193,6.8214,22.09%,6.9536,21.87%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),194,6.7902,22.03%,6.7831,22.79%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),195,6.8151,22.00%,6.7401,22.75%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),196,6.7873,22.15%,6.7510,22.60%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),197,6.8465,22.11%,6.7593,22.54%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),198,6.7983,22.25%,6.8950,22.54%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),199,6.7998,22.07%,6.7190,22.56%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (ADC),200,6.8383,22.16%,6.9362,22.75%,"bx=8, bw=8, ba=8, k=4"
ResNet18 (Baseline),1,1.3618,50.33%,1.1904,56.99%,N/A
ResNet18 (Baseline),2,0.8698,69.12%,0.9347,66.84%,N/A
ResNet18 (Baseline),3,0.5521,80.80%,1.0936,64.21%,N/A
ResNet18 (Baseline),4,0.2933,90.29%,1.0483,68.76%,N/A
ResNet18 (Baseline),5,0.1382,95.72%,1.2696,65.77%,N/A
ResNet18 (Baseline),6,0.0634,98.26%,1.2418,69.76%,N/A
ResNet18 (Baseline),7,0.0301,99.34%,1.2759,69.97%,N/A
ResNet18 (Baseline),8,0.0138,99.73%,1.2797,70.38%,N/A
ResNet18 (Baseline),9,0.0085,99.87%,1.2335,71.56%,N/A
ResNet18 (Baseline),10,0.0039,99.96%,1.1488,73.45%,N/A
ResNet18 (Baseline),11,0.0011,100.00%,1.1354,74.01%,N/A
ResNet18 (Baseline),12,0.0005,100.00%,1.1367,73.96%,N/A
ResNet18 (Baseline),13,0.0004,100.00%,1.1436,73.91%,N/A
ResNet18 (Baseline),14,0.0003,100.00%,1.1426,74.27%,N/A
ResNet18 (Baseline),15,0.0003,100.00%,1.1486,74.19%,N/A
ResNet18 (Baseline),16,0.0003,100.00%,1.1551,74.09%,N/A
ResNet18 (Baseline),17,0.0002,100.00%,1.1575,74.14%,N/A
ResNet18 (Baseline),18,0.0002,100.00%,1.1662,74.07%,N/A
ResNet18 (Baseline),19,0.0002,100.00%,1.1659,74.19%,N/A
ResNet18 (Baseline),20,0.0002,100.00%,1.1705,74.14%,N/A
ResNet18 (Baseline),21,0.0002,100.00%,1.1736,74.22%,N/A
ResNet18 (Baseline),22,0.0001,100.00%,1.1790,74.22%,N/A
ResNet18 (Baseline),23,0.0001,100.00%,1.1845,74.21%,N/A
ResNet18 (Baseline),24,0.0001,100.00%,1.1891,74.15%,N/A
ResNet18 (Baseline),25,0.0001,100.00%,1.1911,74.37%,N/A
ResNet18 (Baseline),26,0.0001,100.00%,1.1965,74.14%,N/A
ResNet18 (Baseline),27,0.0001,100.00%,1.1998,74.18%,N/A
ResNet18 (Baseline),28,0.0001,100.00%,1.2005,74.42%,N/A
ResNet18 (Baseline),29,0.0001,100.00%,1.2077,74.22%,N/A
ResNet18 (Baseline),30,0.0001,100.00%,1.2137,74.14%,N/A
ResNet18 (Baseline),31,0.0001,100.00%,1.2150,74.36%,N/A
ResNet18 (Baseline),32,0.0001,100.00%,1.2185,74.19%,N/A
ResNet18 (Baseline),33,0.0001,100.00%,1.2220,74.26%,N/A
ResNet18 (Baseline),34,0.0001,100.00%,1.2273,74.28%,N/A
ResNet18 (Baseline),35,0.0001,100.00%,1.2260,74.20%,N/A
ResNet18 (Baseline),36,0.0001,100.00%,1.2325,74.20%,N/A
ResNet18 (Baseline),37,0.0000,100.00%,1.2385,74.19%,N/A
ResNet18 (Baseline),38,0.0000,100.00%,1.2414,74.14%,N/A
ResNet18 (Baseline),39,0.0000,100.00%,1.2414,74.16%,N/A
ResNet18 (Baseline),40,0.0000,100.00%,1.2462,74.15%,N/A
ResNet18 (Baseline),41,0.0000,100.00%,1.2529,74.28%,N/A
ResNet18 (Baseline),42,0.0000,100.00%,1.2553,74.20%,N/A
ResNet18 (Baseline),43,0.0000,100.00%,1.2560,74.13%,N/A
ResNet18 (Baseline),44,0.0000,100.00%,1.2642,74.10%,N/A
ResNet18 (Baseline),45,0.0000,100.00%,1.2645,74.16%,N/A
ResNet18 (Baseline),46,0.0000,100.00%,1.2683,74.26%,N/A
ResNet18 (Baseline),47,0.0000,100.00%,1.2730,74.09%,N/A
ResNet18 (Baseline),48,0.0000,100.00%,1.2743,74.23%,N/A
ResNet18 (Baseline),49,0.0000,100.00%,1.2758,74.20%,N/A
ResNet18 (Baseline),50,0.0000,100.00%,1.2802,74.27%,N/A
ResNet18 (Baseline),51,0.0000,100.00%,1.2882,74.22%,N/A
ResNet18 (Baseline),52,0.0000,100.00%,1.2877,74.20%,N/A
ResNet18 (Baseline),53,0.0000,100.00%,1.2878,74.26%,N/A
ResNet18 (Baseline),54,0.0000,100.00%,1.2956,74.06%,N/A
ResNet18 (Baseline),55,0.0000,100.00%,1.2970,74.26%,N/A
ResNet18 (Baseline),56,0.0000,100.00%,1.3004,73.97%,N/A
ResNet18 (Baseline),57,0.0000,100.00%,1.3042,74.09%,N/A
ResNet18 (Baseline),58,0.0000,100.00%,1.3033,74.11%,N/A
ResNet18 (Baseline),59,0.0000,100.00%,1.3084,74.20%,N/A
ResNet18 (Baseline),60,0.0000,100.00%,1.3102,74.20%,N/A
ResNet18 (Baseline),61,0.0000,100.00%,1.3159,74.18%,N/A
ResNet18 (Baseline),62,0.0000,100.00%,1.3199,74.11%,N/A
ResNet18 (Baseline),63,0.0000,100.00%,1.3225,73.97%,N/A
ResNet18 (Baseline),64,0.0000,100.00%,1.3247,74.09%,N/A
ResNet18 (Baseline),65,0.0000,100.00%,1.3283,74.19%,N/A
ResNet18 (Baseline),66,0.0000,100.00%,1.3325,74.08%,N/A
ResNet18 (Baseline),67,0.0000,100.00%,1.3326,74.06%,N/A
ResNet18 (Baseline),68,0.0000,100.00%,1.3345,74.16%,N/A
ResNet18 (Baseline),69,0.0000,100.00%,1.3378,74.09%,N/A
ResNet18 (Baseline),70,0.0000,100.00%,1.3436,74.01%,N/A
ResNet18 (Baseline),71,0.0000,100.00%,1.3475,74.12%,N/A
ResNet18 (Baseline),72,0.0000,100.00%,1.3507,74.04%,N/A
ResNet18 (Baseline),73,0.0000,100.00%,1.3521,74.13%,N/A
ResNet18 (Baseline),74,0.0000,100.00%,1.3551,73.97%,N/A
ResNet18 (Baseline),75,0.0000,100.00%,1.3637,74.01%,N/A
ResNet18 (Baseline),76,0.0000,100.00%,1.3664,73.98%,N/A
ResNet18 (Baseline),77,0.0000,100.00%,1.3635,74.08%,N/A
ResNet18 (Baseline),78,0.0000,100.00%,1.3680,73.99%,N/A
ResNet18 (Baseline),79,0.0000,100.00%,1.3735,74.13%,N/A
ResNet18 (Baseline),80,0.0000,100.00%,1.3755,74.07%,N/A
ResNet18 (Baseline),81,0.0000,100.00%,1.3791,74.06%,N/A
ResNet18 (Baseline),82,0.0000,100.00%,1.3824,74.07%,N/A
ResNet18 (Baseline),83,0.0000,100.00%,1.3772,74.09%,N/A
